StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2
2021-09-08 11:37:32,2021-09-08 11:43:00,IP Address,65.112.8.26,100,327,True,2021-09-08 11:43:00,R_3Le9kW01Wuws1Y9,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.98,
2021-09-08 11:34:44,2021-09-08 11:49:13,IP Address,65.112.8.20,100,869,True,2021-09-08 11:49:13,R_32Yr05EEfsYTAh7,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-08 11:44:12,2021-09-08 11:50:16,IP Address,65.112.8.18,100,363,True,2021-09-08 11:50:16,R_1lB0er5fSlMIl1p,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 11:48:24,2021-09-08 11:52:26,IP Address,65.112.8.58,100,241,True,2021-09-08 11:52:26,R_2dopFzKGxGcqV7R,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.73,
2021-09-08 11:39:04,2021-09-08 11:54:27,IP Address,65.112.8.22,100,922,True,2021-09-08 11:54:27,R_25yJPm79NseUjO4,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-08 11:21:24,2021-09-08 11:59:06,IP Address,65.112.8.20,100,2262,True,2021-09-08 11:59:06,R_3ndOKHIcjwKuwuu,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.25,
2021-09-08 11:49:54,2021-09-08 12:00:20,IP Address,76.119.238.7,100,626,True,2021-09-08 12:00:20,R_3oXxpVj4wwAPACS,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,,92
2021-09-08 11:57:53,2021-09-08 12:09:35,IP Address,24.61.47.125,100,701,True,2021-09-08 12:09:35,R_28D08kfP3n0tBIo,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.98,
2021-09-08 11:50:24,2021-09-08 12:10:27,IP Address,65.112.8.59,100,1203,True,2021-09-08 12:10:27,R_0693nHwuAAXCAZr,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 12:07:32,2021-09-08 12:10:50,IP Address,50.234.189.37,100,197,True,2021-09-08 12:10:50,R_3EgLx4plpDYcHNH,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,0.10
2021-09-08 12:15:32,2021-09-08 12:19:49,IP Address,65.112.8.26,100,257,True,2021-09-08 12:19:49,R_yD5jhZyW4u0MeXL,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-08 12:09:14,2021-09-08 12:31:13,IP Address,65.112.8.58,100,1318,True,2021-09-08 12:31:13,R_1FtBvZ69UH1U1Yi,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-08 12:27:30,2021-09-08 12:38:08,IP Address,65.112.8.28,100,638,True,2021-09-08 12:38:08,R_2A0QtIlUUwcNEbg,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-08 12:40:39,2021-09-08 12:40:51,Spam,65.112.8.58,100,11,True,2021-09-08 12:40:51,R_SW4ycgOmPeIhGmZ,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-08 12:30:02,2021-09-08 12:42:26,IP Address,65.112.8.29,100,744,True,2021-09-08 12:42:27,R_3pfOsToJVtxUq0t,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 12:32:16,2021-09-08 12:45:24,IP Address,65.112.8.31,100,788,True,2021-09-08 12:45:24,R_3R7JRtSWaChp7Tb,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.10,
2021-09-08 12:39:00,2021-09-08 12:47:47,IP Address,65.112.8.56,100,527,True,2021-09-08 12:47:47,R_1jZZJOzhcknJIyO,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,8
2021-09-08 12:46:04,2021-09-08 12:52:45,IP Address,65.112.8.31,100,401,True,2021-09-08 12:52:46,R_3wwPIzMOGTbAgZX,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 12:51:46,2021-09-08 12:56:08,IP Address,66.31.47.199,100,262,True,2021-09-08 12:56:10,R_3MiMMLhr4EyMbJd,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 12:54:54,2021-09-08 13:10:08,IP Address,50.234.189.43,100,914,True,2021-09-08 13:10:09,R_3gZC6NYltDBTz0P,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.92,
2021-09-08 13:10:02,2021-09-08 13:11:24,IP Address,65.112.9.14,100,82,True,2021-09-08 13:11:25,R_3FQG3eposUWe3NK,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 13:08:13,2021-09-08 13:17:27,IP Address,65.112.8.23,100,554,True,2021-09-08 13:17:28,R_1mRaF0ovSjPduhg,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.98,
2021-09-08 13:11:33,2021-09-08 13:19:17,IP Address,65.112.8.138,100,463,True,2021-09-08 13:19:17,R_2th7eGv8YyWU9kf,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.1,
2021-09-08 13:14:50,2021-09-08 13:33:29,IP Address,65.112.8.18,100,1119,True,2021-09-08 13:33:29,R_2QmMOspU5aRDQYX,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9.1
2021-09-08 11:14:50,2021-09-08 13:42:41,IP Address,65.112.8.16,100,8870,True,2021-09-08 13:42:41,R_2AMQoePbiTY3bhB,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,10
2021-09-08 13:43:51,2021-09-08 13:46:58,IP Address,65.112.8.55,100,186,True,2021-09-08 13:46:58,R_1MWguhxRZbPJCTk,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 13:37:56,2021-09-08 13:47:37,IP Address,73.114.217.199,100,581,True,2021-09-08 13:47:38,R_cNnjY3ObD2RJyNz,,,,,42.3119964599609375,-71.10810089111328125,anonymous,EN,,9.1
2021-09-08 13:43:32,2021-09-08 13:48:46,IP Address,65.112.8.56,100,314,True,2021-09-08 13:48:46,R_swhy9Y71PYU8jK1,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 13:27:41,2021-09-08 13:51:13,IP Address,65.112.8.26,100,1411,True,2021-09-08 13:51:13,R_3fZXZeuI34enID0,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.9,
2021-09-08 13:55:09,2021-09-08 14:03:47,IP Address,65.112.8.48,100,518,True,2021-09-08 14:03:48,R_3q9dIXpmAKnwKlc,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 13:56:21,2021-09-08 14:15:34,IP Address,65.112.8.19,100,1152,True,2021-09-08 14:15:34,R_rpcwBV4dAM4KBiN,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.5,
2021-09-08 14:14:28,2021-09-08 14:18:09,IP Address,73.60.239.40,100,220,True,2021-09-08 14:18:09,R_1ClS4UPB8hqaBSW,,,,,42.3639984130859375,-71.02649688720703125,anonymous,EN,,9
2021-09-08 14:14:42,2021-09-08 14:26:40,IP Address,65.112.8.56,100,717,True,2021-09-08 14:26:40,R_2c2bmDzjleQIn0A,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-08 14:32:48,2021-09-08 14:36:10,IP Address,65.112.8.51,100,202,True,2021-09-08 14:36:11,R_2SulQ0zzaS7USTS,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.9,
2021-09-08 14:38:47,2021-09-08 14:39:32,IP Address,174.250.56.7,100,45,True,2021-09-08 14:39:33,R_1ezba4uvwjpwgdW,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,,9
2021-09-08 14:31:08,2021-09-08 14:39:57,IP Address,24.60.31.90,100,529,True,2021-09-08 14:39:58,R_10wxKLmLHOPhtaH,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,,9
2021-09-01 14:54:11,2021-09-01 14:54:13,IP Address,50.234.189.45,50,2,False,2021-09-08 14:54:17,R_22n8rlW5MBkemMQ,,,,,,,anonymous,EN,,
2021-09-08 14:53:04,2021-09-08 15:02:43,IP Address,65.112.8.54,100,579,True,2021-09-08 15:02:43,R_3MxP175lrZLawLd,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 14:52:34,2021-09-08 15:03:10,IP Address,65.112.8.51,100,636,True,2021-09-08 15:03:11,R_XZcVOSwXG8eEBy1,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 14:58:38,2021-09-08 15:08:33,IP Address,65.112.8.20,100,594,True,2021-09-08 15:08:33,R_2ztM5HN1wnhvmLf,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,0.09
2021-09-08 15:05:07,2021-09-08 15:10:12,IP Address,65.112.8.58,100,305,True,2021-09-08 15:10:12,R_2tEAI1ZPifbiGro,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,0.09
2021-09-08 15:02:32,2021-09-08 15:12:15,IP Address,65.112.8.27,100,582,True,2021-09-08 15:12:15,R_OwduBqVhnd7oaRz,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.78,
2021-09-08 15:01:16,2021-09-08 15:15:07,IP Address,65.112.8.56,100,831,True,2021-09-08 15:15:07,R_8cvOw2vZdx2XIwp,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-08 15:08:47,2021-09-08 15:16:50,IP Address,66.31.202.23,100,482,True,2021-09-08 15:16:50,R_2vk2k7USwk2EU6E,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,,7
2021-09-08 13:39:08,2021-09-08 15:18:21,IP Address,65.96.168.37,100,5953,True,2021-09-08 15:18:22,R_3I4zlRGrUY75YvX,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,0.72,
2021-09-08 15:32:10,2021-09-08 15:32:39,Spam,65.112.8.58,100,29,True,2021-09-08 15:32:40,R_3MyaidgSsgZlVR2,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,0.09
2021-09-08 15:33:40,2021-09-08 15:44:48,IP Address,65.112.8.26,100,667,True,2021-09-08 15:44:48,R_2qmyWgeQpYoaMzu,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 15:25:20,2021-09-08 15:44:49,IP Address,65.112.8.57,100,1169,True,2021-09-08 15:44:55,R_10VquthPySyhqQc,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 15:44:19,2021-09-08 15:55:18,IP Address,98.217.142.136,100,658,True,2021-09-08 15:55:18,R_265x75BhQaYMMX0,,,,,42.37249755859375,-71.181396484375,anonymous,EN,,9
2021-09-08 15:55:36,2021-09-08 15:58:15,IP Address,50.234.189.37,100,158,True,2021-09-08 15:58:15,R_2RW90ly0IaOTrGJ,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 15:56:08,2021-09-08 16:01:02,IP Address,50.234.189.45,100,293,True,2021-09-08 16:01:02,R_0wBRxExoEqi9rH3,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 15:56:50,2021-09-08 16:04:09,IP Address,24.61.42.15,100,438,True,2021-09-08 16:04:09,R_3pnjNRbdlWWTh4E,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,0.09,
2021-09-08 15:39:59,2021-09-08 16:05:02,IP Address,50.230.201.134,100,1502,True,2021-09-08 16:05:03,R_ebnjG05lGeJn04x,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,0.72,
2021-09-08 16:02:51,2021-09-08 16:06:14,Spam,50.234.189.37,100,203,True,2021-09-08 16:06:15,R_11gYLWPx416XznV,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 15:55:08,2021-09-08 16:09:30,IP Address,50.234.189.42,100,861,True,2021-09-08 16:09:30,R_DIEc0q51p5ISNXP,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.72,
2021-09-08 16:10:01,2021-09-08 16:14:15,IP Address,65.112.10.71,100,253,True,2021-09-08 16:14:15,R_2QDj883nMqUySQf,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,11
2021-09-08 15:58:50,2021-09-08 16:16:27,IP Address,65.112.8.29,100,1056,True,2021-09-08 16:16:29,R_2roToszWkgOxR6G,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.98,
2021-09-08 16:17:39,2021-09-08 16:18:12,IP Address,76.119.234.152,100,32,True,2021-09-08 16:18:12,R_1n2gKr8LlXna64i,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,,2
2021-09-08 16:11:49,2021-09-08 16:20:16,IP Address,65.112.8.27,100,507,True,2021-09-08 16:20:16,R_3JLsuzHdNChs1cQ,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 16:10:38,2021-09-08 16:21:14,IP Address,73.69.211.169,100,635,True,2021-09-08 16:21:14,R_2BA8K9v00JLgjGg,,,,,42.391204833984375,-71.08820343017578125,anonymous,EN,0.09,
2021-09-08 16:08:37,2021-09-08 16:21:32,IP Address,128.103.193.181,100,774,True,2021-09-08 16:21:32,R_2DMsqhPXQRNtKLS,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.71,
2021-09-08 16:18:03,2021-09-08 16:21:47,IP Address,65.112.8.19,100,224,True,2021-09-08 16:21:48,R_1i56MQAsd2a6FwN,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 16:20:44,2021-09-08 16:25:49,Spam,50.234.189.42,100,304,True,2021-09-08 16:25:49,R_2s5tNCDbsduOzBX,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.72,
2021-09-08 16:06:12,2021-09-08 16:35:53,IP Address,65.112.8.30,100,1781,True,2021-09-08 16:35:53,R_27VBNS3wZw2LcTw,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 16:15:14,2021-09-08 16:36:54,IP Address,50.234.189.46,100,1300,True,2021-09-08 16:36:55,R_2VI76rJXyhFEtku,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.51,
2021-09-08 15:53:21,2021-09-08 16:36:56,IP Address,50.234.189.45,100,2615,True,2021-09-08 16:36:56,R_1qfdjndrkkzNGof,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.9,
2021-09-08 16:26:25,2021-09-08 16:42:24,IP Address,65.96.174.12,100,958,True,2021-09-08 16:42:25,R_1jdduY3llNKqaW9,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,0.72,
2021-09-08 16:06:47,2021-09-08 16:43:52,IP Address,75.150.93.22,100,2224,True,2021-09-08 16:43:52,R_1K834YUGfuuPclc,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,0.72,
2021-09-08 16:31:12,2021-09-08 16:44:26,IP Address,5.101.145.37,100,793,True,2021-09-08 16:44:26,R_4OQpzKXgokZdcqd,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN,,9.09
2021-09-08 17:05:13,2021-09-08 17:11:46,IP Address,24.60.31.83,100,393,True,2021-09-08 17:11:46,R_zUxLk7XU1Y3e0wN,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,0.83,
2021-09-08 17:14:37,2021-09-08 17:16:08,IP Address,65.112.8.52,100,91,True,2021-09-08 17:16:08,R_2hmT9xukI3C5ucV,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,10
2021-09-08 17:15:44,2021-09-08 17:17:41,IP Address,73.227.130.180,100,116,True,2021-09-08 17:17:41,R_1BY6LTmFPbEawOw,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 16:57:14,2021-09-08 17:19:17,IP Address,65.112.8.18,100,1323,True,2021-09-08 17:19:18,R_3FIpmnU9AzHaUNa,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,60
2021-09-08 17:04:29,2021-09-08 17:20:08,IP Address,50.230.201.134,100,939,True,2021-09-08 17:20:08,R_2uVvMf4wqGbzbNj,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,0.09,
2021-09-08 17:20:45,2021-09-08 17:29:09,IP Address,65.112.8.31,100,504,True,2021-09-08 17:29:10,R_2EHrTUTlGWRg29u,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.72,
2021-09-08 16:44:14,2021-09-08 17:34:15,IP Address,73.123.187.199,100,3000,True,2021-09-08 17:34:15,R_27xUdVQftxEhWi0,,,,,42.460906982421875,-71.0074005126953125,anonymous,EN,0.07,
2021-09-08 17:34:24,2021-09-08 17:43:54,IP Address,73.89.187.126,100,570,True,2021-09-08 17:43:55,R_W6FZWNpn5Cflioh,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,,10
2021-09-08 17:27:31,2021-09-08 17:47:17,IP Address,71.232.19.203,100,1186,True,2021-09-08 17:47:17,R_27QcCtO1CV9Y4A0,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-08 17:34:13,2021-09-08 17:47:41,IP Address,128.103.193.181,100,807,True,2021-09-08 17:47:41,R_3DtKUrl2o2CRiSg,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 18:00:05,2021-09-08 18:04:29,IP Address,76.24.31.250,100,264,True,2021-09-08 18:04:29,R_3gR89Q5WpsggHso,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,,9
2021-09-08 17:52:18,2021-09-08 18:04:41,IP Address,71.233.156.247,100,742,True,2021-09-08 18:04:41,R_1Pe27Og6lSpkPer,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,,0.09
2021-09-08 17:59:36,2021-09-08 18:09:21,IP Address,73.238.34.13,100,584,True,2021-09-08 18:09:21,R_BYgeq7eAharInjH,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.01,
2021-09-08 17:48:28,2021-09-08 18:12:42,IP Address,76.24.27.222,100,1453,True,2021-09-08 18:12:42,R_1K1pHqOOMGQpRFb,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,0.98,
2021-09-08 18:12:16,2021-09-08 18:16:46,IP Address,73.234.173.5,100,269,True,2021-09-08 18:16:46,R_DItUib9y3AhyMqB,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 18:09:31,2021-09-08 18:17:45,IP Address,73.238.34.13,100,493,True,2021-09-08 18:17:45,R_REmtISlLKlNhfq1,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-08 18:17:47,2021-09-08 18:21:19,IP Address,50.234.189.37,100,212,True,2021-09-08 18:21:19,R_2dsDObEAG4usplg,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,10
2021-09-08 18:22:25,2021-09-08 18:24:25,IP Address,24.61.10.91,100,120,True,2021-09-08 18:24:26,R_3iO6pRTpwbXLIJM,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,,10
2021-09-08 18:30:49,2021-09-08 18:33:56,IP Address,65.112.8.22,100,186,True,2021-09-08 18:33:56,R_24cJtZaUXxdexbq,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.72,
2021-09-08 18:16:45,2021-09-08 18:42:19,IP Address,24.61.40.15,100,1534,True,2021-09-08 18:42:20,R_3MSfzzSvcuJ9h4T,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,0.07,
2021-09-08 18:52:58,2021-09-08 18:55:18,IP Address,50.234.189.45,100,139,True,2021-09-08 18:55:18,R_2YLeqLBir70Hp5d,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 19:04:32,2021-09-08 19:06:41,IP Address,140.247.103.53,100,129,True,2021-09-08 19:06:41,R_PUOrDU8PPfnzrKF,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.9,
2021-09-08 18:47:54,2021-09-08 19:07:54,IP Address,209.6.77.212,100,1200,True,2021-09-08 19:07:54,R_yVGpRkpTHv3T0LT,,,,,42.3473968505859375,-71.158203125,anonymous,EN,0.98,
2021-09-08 18:48:24,2021-09-08 19:08:53,IP Address,209.6.77.212,100,1229,True,2021-09-08 19:08:54,R_2D7iMPePA2hcn0c,,,,,42.3473968505859375,-71.158203125,anonymous,EN,0.98,
2021-09-08 19:03:44,2021-09-08 19:15:35,IP Address,199.94.1.205,100,710,True,2021-09-08 19:15:35,R_WB4aKSrCplleLKh,,,,,42.328704833984375,-71.1139984130859375,anonymous,EN,0.75,
2021-09-08 19:13:39,2021-09-08 19:18:47,IP Address,98.216.51.45,100,307,True,2021-09-08 19:18:47,R_ONlOLxsGDAHq59f,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,,9
2021-09-08 19:02:09,2021-09-08 19:22:47,IP Address,66.31.111.193,100,1238,True,2021-09-08 19:22:48,R_3j7Ofwr2q8euEly,,,,,42.3972015380859375,-71.24340057373046875,anonymous,EN,,88
2021-09-08 18:54:52,2021-09-08 19:32:27,IP Address,66.31.47.199,100,2255,True,2021-09-08 19:32:28,R_s6kJ6dk79QEEtPz,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 19:20:04,2021-09-08 19:32:31,IP Address,66.31.201.90,100,747,True,2021-09-08 19:32:31,R_295p06pf9ShabHj,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,0.91,
2021-09-08 19:26:07,2021-09-08 19:40:26,IP Address,98.217.225.73,100,858,True,2021-09-08 19:40:26,R_vMtVpCRstVjmQBb,,,,,42.33990478515625,-71.1244964599609375,anonymous,EN,0.09,
2021-09-08 19:35:46,2021-09-08 19:44:32,IP Address,50.234.189.46,100,526,True,2021-09-08 19:44:33,R_XNZOz2srAtaZgn7,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.9,
2021-09-08 19:33:16,2021-09-08 19:49:06,IP Address,73.119.48.205,100,950,True,2021-09-08 19:49:06,R_26nEXj4DWYqxizj,,,,,42.336395263671875,-71.03260040283203125,anonymous,EN,,10
2021-09-08 19:48:30,2021-09-08 19:50:31,IP Address,76.24.30.69,100,120,True,2021-09-08 19:50:31,R_2EzM1d732W8Abcs,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,,10.26
2021-09-08 19:45:09,2021-09-08 19:53:27,IP Address,71.233.245.201,100,497,True,2021-09-08 19:53:27,R_2n2Lr0lfOTuS1tn,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.93,
2021-09-08 20:03:46,2021-09-08 20:05:08,IP Address,65.96.166.225,100,82,True,2021-09-08 20:05:09,R_2sS8ZF9XIE5DGum,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,,0.09
2021-09-08 20:12:51,2021-09-08 20:15:41,IP Address,50.234.189.42,100,170,True,2021-09-08 20:15:42,R_3HANIQUfeGSuMvo,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 20:20:00,2021-09-08 20:22:00,IP Address,66.30.13.105,100,120,True,2021-09-08 20:22:00,R_XmSyX6m5ofJlJJf,,,,,42.37969970703125,-71.10340118408203125,anonymous,EN,,9
2021-09-08 20:10:33,2021-09-08 20:22:47,IP Address,50.234.189.46,100,733,True,2021-09-08 20:22:48,R_2bZcu42fumVRvCJ,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.92,
2021-09-08 20:22:52,2021-09-08 20:30:31,IP Address,66.30.10.206,100,458,True,2021-09-08 20:30:31,R_10SBH4mUDyX4bEh,,,,,42.37969970703125,-71.10340118408203125,anonymous,EN,0.9,
2021-09-08 20:19:54,2021-09-08 20:32:36,IP Address,76.24.31.198,100,762,True,2021-09-08 20:32:37,R_3L27tWXPpq9aglp,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,0.98,
2021-09-08 20:31:59,2021-09-08 20:34:38,IP Address,65.96.173.11,100,159,True,2021-09-08 20:34:38,R_2WD5QK2iwfXRCFC,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,,9
2021-09-08 20:32:49,2021-09-08 20:36:52,IP Address,66.30.11.118,100,243,True,2021-09-08 20:36:53,R_2wnv2mSFwb2WP8A,,,,,42.37969970703125,-71.10340118408203125,anonymous,EN,,20
2021-09-08 19:27:50,2021-09-08 20:42:41,IP Address,50.234.189.45,100,4490,True,2021-09-08 20:42:41,R_26naAfgBzu1ZtZI,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,0.95
2021-09-08 20:45:47,2021-09-08 20:48:03,IP Address,130.44.155.16,100,135,True,2021-09-08 20:48:03,R_BVVGVePkjak9Ndf,,,,,42.37969970703125,-71.10340118408203125,anonymous,EN,0.95,
2021-09-08 20:57:45,2021-09-08 21:01:34,IP Address,73.234.172.98,100,229,True,2021-09-08 21:01:35,R_3RyiHyQFPK5aeZs,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.93,
2021-09-08 19:59:57,2021-09-08 21:05:53,IP Address,50.234.189.46,100,3955,True,2021-09-08 21:05:53,R_XEUGh5Bs4vmnFgB,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.94,
2021-09-08 21:06:19,2021-09-08 21:08:59,IP Address,66.31.30.166,100,160,True,2021-09-08 21:09:00,R_1mw4aBV8ldDaeiB,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,0.93,
2021-09-08 19:28:41,2021-09-08 21:26:10,IP Address,76.19.192.104,100,7049,True,2021-09-08 21:26:10,R_25yFNNkSFMBAQSc,,,,,42.3119964599609375,-71.10810089111328125,anonymous,EN,,10
2021-09-08 21:34:10,2021-09-08 21:38:53,IP Address,50.234.189.37,100,282,True,2021-09-08 21:38:53,R_3R3BWCqDjgBjjK9,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-08 21:28:54,2021-09-08 21:39:11,IP Address,24.2.156.33,100,616,True,2021-09-08 21:39:11,R_1qVU5fp3wtAPYvk,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,,9
2021-09-08 21:30:35,2021-09-08 21:42:01,IP Address,50.234.189.45,100,686,True,2021-09-08 21:42:01,R_10UgS5nlbH2zYtf,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.72,
2021-09-08 20:55:40,2021-09-08 21:44:19,IP Address,24.61.10.91,100,2918,True,2021-09-08 21:44:19,R_Uz2qnuL8c27Qlvb,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,,9
2021-09-08 21:32:48,2021-09-08 21:47:19,IP Address,65.96.174.12,100,870,True,2021-09-08 21:47:19,R_3FIk4aq2tzWRVkD,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,,10
2021-09-08 21:41:32,2021-09-08 21:49:32,IP Address,130.44.141.129,100,479,True,2021-09-08 21:49:32,R_2EtolHjz5YxWC3P,,,,,42.37969970703125,-71.10340118408203125,anonymous,EN,,9
2021-09-08 21:47:50,2021-09-08 21:50:14,IP Address,76.119.105.26,100,144,True,2021-09-08 21:50:14,R_2aCZIoGO9Rn9P66,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 21:43:41,2021-09-08 21:51:06,Spam,50.234.189.37,100,445,True,2021-09-08 21:51:06,R_3IWAsWnurXSW4N6,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-08 21:46:54,2021-09-08 22:12:02,IP Address,65.96.164.115,100,1508,True,2021-09-08 22:12:03,R_10A6yGDeslfygKU,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,0.09,
